任务 7: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=0, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
任务 295: model_path=/mnt/hdd/zhengquan/Shapenet/ShapeNetCore.v2/02691156/1a9b552befd6306cc8f2d5fe7449af61, viewpoint=36, rotation=7
